Unnamed: 0,country,state,city_x,lat,lon,wind_speed_50m,wind_speed_100m,wind_speed_150m,region,city_y,latitude,longitude,annual_dni,annual_ghi,annual_tilt,collection_date
6,USA,Connecticut,Bridgeport,41.1792,-73.1894,5.015281,6.121227,6.8383408,Rhode Island,Providence,41.824,-71.4128,"{'annual': 3.83, 'monthly': {'jan': 3.19, 'feb': 3.88, 'mar': 4.22, 'apr': 4.32, 'may': 4.21, 'jun': 4.23, 'jul': 4.43, 'aug': 4.27, 'sep': 4.21, 'oct': 3.38, 'nov': 2.69, 'dec': 2.9}}","{'annual': 3.86, 'monthly': {'jan': 1.93, 'feb': 2.83, 'mar': 3.86, 'apr': 4.8, 'may': 5.37, 'jun': 5.7, 'jul': 5.81, 'aug': 5.18, 'sep': 4.25, 'oct': 2.93, 'nov': 1.99, 'dec': 1.67}}","{'annual': 4.59, 'monthly': {'jan': 3.59, 'feb': 4.46, 'mar': 4.94, 'apr': 5.13, 'may': 5.09, 'jun': 5.17, 'jul': 5.42, 'aug': 5.33, 'sep': 5.1, 'oct': 4.2, 'nov': 3.35, 'dec': 3.28}}",2025-09-01T19:27:27.845
6,USA,Connecticut,Bridgeport,41.1792,-73.1894,5.015281,6.121227,6.8383408,South Carolina,Charleston,32.7765,-79.9311,"{'annual': 4.77, 'monthly': {'jan': 4.31, 'feb': 4.64, 'mar': 5.29, 'apr': 5.81, 'may': 5.78, 'jun': 5.19, 'jul': 4.87, 'aug': 4.37, 'sep': 4.15, 'oct': 4.33, 'nov': 4.43, 'dec': 4.01}}","{'annual': 4.73, 'monthly': {'jan': 2.87, 'feb': 3.64, 'mar': 4.84, 'apr': 6.07, 'may': 6.63, 'jun': 6.43, 'jul': 6.17, 'aug': 5.56, 'sep': 4.7, 'oct': 3.95, 'nov': 3.23, 'dec': 2.62}}","{'annual': 5.34, 'monthly': {'jan': 4.45, 'feb': 4.98, 'mar': 5.73, 'apr': 6.29, 'may': 6.23, 'jun': 5.79, 'jul': 5.7, 'aug': 5.55, 'sep': 5.25, 'oct': 5.09, 'nov': 4.82, 'dec': 4.21}}",2025-09-01T19:27:32.837
6,USA,Connecticut,Bridgeport,41.1792,-73.1894,5.015281,6.121227,6.8383408,South Dakota,Sioux Falls,43.5446,-96.7311,"{'annual': 4.42, 'monthly': {'jan': 2.67, 'feb': 3.5, 'mar': 4.34, 'apr': 5.07, 'may': 4.96, 'jun': 5.45, 'jul': 6.41, 'aug': 5.42, 'sep': 5.19, 'oct': 3.91, 'nov': 3.29, 'dec': 2.77}}","{'annual': 4.01, 'monthly': {'jan': 1.61, 'feb': 2.46, 'mar': 3.73, 'apr': 5.04, 'may': 5.7, 'jun': 6.28, 'jul': 6.69, 'aug': 5.56, 'sep': 4.5, 'oct': 2.97, 'nov': 2.0, 'dec': 1.48}}","{'annual': 4.77, 'monthly': {'jan': 3.04, 'feb': 3.94, 'mar': 4.86, 'apr': 5.5, 'may': 5.41, 'jun': 5.63, 'jul': 6.23, 'aug': 5.79, 'sep': 5.61, 'oct': 4.46, 'nov': 3.71, 'dec': 3.07}}",2025-09-01T19:27:37.993
6,USA,Connecticut,Bridgeport,41.1792,-73.1894,5.015281,6.121227,6.8383408,Tennessee,Nashville,36.1627,-86.7816,"{'annual': 4.08, 'monthly': {'jan': 3.07, 'feb': 3.53, 'mar': 4.04, 'apr': 4.57, 'may': 4.49, 'jun': 5.04, 'jul': 4.41, 'aug': 4.83, 'sep': 4.37, 'oct': 4.09, 'nov': 3.58, 'dec': 2.89}}","{'annual': 4.25, 'monthly': {'jan': 2.19, 'feb': 2.92, 'mar': 4.02, 'apr': 5.11, 'may': 5.83, 'jun': 6.33, 'jul': 5.9, 'aug': 5.7, 'sep': 4.7, 'oct': 3.59, 'nov': 2.59, 'dec': 1.97}}","{'annual': 4.81, 'monthly': {'jan': 3.47, 'feb': 4.08, 'mar': 4.82, 'apr': 5.32, 'may': 5.49, 'jun': 5.71, 'jul': 5.46, 'aug': 5.75, 'sep': 5.4, 'oct': 4.82, 'nov': 4.04, 'dec': 3.28}}",2025-09-01T19:27:43.267
6,USA,Connecticut,Bridgeport,41.1792,-73.1894,5.015281,6.121227,6.8383408,Texas,Houston,29.7604,-95.3698,"{'annual': 4.15, 'monthly': {'jan': 3.57, 'feb': 3.6, 'mar': 3.95, 'apr': 4.46, 'may': 4.52, 'jun': 4.71, 'jul': 4.61, 'aug': 4.56, 'sep': 4.32, 'oct': 4.39, 'nov': 3.74, 'dec': 3.36}}","{'annual': 4.55, 'monthly': {'jan': 2.81, 'feb': 3.38, 'mar': 4.32, 'apr': 5.42, 'may': 6.02, 'jun': 6.13, 'jul': 5.96, 'aug': 5.68, 'sep': 4.89, 'oct': 4.14, 'nov': 3.16, 'dec': 2.59}}","{'annual': 4.96, 'monthly': {'jan': 3.97, 'feb': 4.29, 'mar': 4.87, 'apr': 5.49, 'may': 5.63, 'jun': 5.51, 'jul': 5.47, 'aug': 5.61, 'sep': 5.37, 'oct': 5.14, 'nov': 4.35, 'dec': 3.77}}",2025-09-01T19:27:48.827
6,USA,Connecticut,Bridgeport,41.1792,-73.1894,5.015281,6.121227,6.8383408,Utah,Salt Lake City,40.7608,-111.891,"{'annual': 5.86, 'monthly': {'jan': 3.41, 'feb': 4.07, 'mar': 5.34, 'apr': 5.92, 'may': 6.93, 'jun': 8.13, 'jul': 8.55, 'aug': 7.57, 'sep': 7.16, 'oct': 5.71, 'nov': 4.14, 'dec': 3.25}}","{'annual': 4.71, 'monthly': {'jan': 1.97, 'feb': 2.82, 'mar': 4.33, 'apr': 5.54, 'may': 6.83, 'jun': 7.49, 'jul': 7.61, 'aug': 6.56, 'sep': 5.36, 'oct': 3.75, 'nov': 2.35, 'dec': 1.74}}","{'annual': 5.51, 'monthly': {'jan': 3.6, 'feb': 4.35, 'mar': 5.58, 'apr': 5.91, 'may': 6.44, 'jun': 6.61, 'jul': 6.97, 'aug': 6.77, 'sep': 6.63, 'oct': 5.62, 'nov': 4.23, 'dec': 3.39}}",2025-09-01T19:27:53.826
6,USA,Connecticut,Bridgeport,41.1792,-73.1894,5.015281,6.121227,6.8383408,Vermont,Burlington,44.4759,-73.2121,"{'annual': 3.8, 'monthly': {'jan': 2.78, 'feb': 3.54, 'mar': 3.77, 'apr': 4.85, 'may': 4.71, 'jun': 4.82, 'jul': 4.87, 'aug': 4.82, 'sep': 4.46, 'oct': 2.77, 'nov': 2.09, 'dec': 2.08}}","{'annual': 3.62, 'monthly': {'jan': 1.57, 'feb': 2.39, 'mar': 3.38, 'apr': 4.76, 'may': 5.44, 'jun': 5.82, 'jul': 5.74, 'aug': 5.17, 'sep': 4.06, 'oct': 2.39, 'nov': 1.5, 'dec': 1.2}}","{'annual': 4.26, 'monthly': {'jan': 3.08, 'feb': 3.92, 'mar': 4.35, 'apr': 5.15, 'may': 5.17, 'jun': 5.25, 'jul': 5.35, 'aug': 5.39, 'sep': 5.0, 'oct': 3.44, 'nov': 2.6, 'dec': 2.41}}",2025-09-01T19:27:58.851
6,USA,Connecticut,Bridgeport,41.1792,-73.1894,5.015281,6.121227,6.8383408,Virginia,Virginia Beach,36.8529,-75.978,"{'annual': 4.16, 'monthly': {'jan': 3.63, 'feb': 3.87, 'mar': 4.47, 'apr': 4.55, 'may': 4.71, 'jun': 4.71, 'jul': 4.7, 'aug': 4.44, 'sep': 3.96, 'oct': 3.95, 'nov': 3.54, 'dec': 3.41}}","{'annual': 4.28, 'monthly': {'jan': 2.37, 'feb': 3.09, 'mar': 4.25, 'apr': 5.19, 'may': 5.96, 'jun': 6.21, 'jul': 6.03, 'aug': 5.5, 'sep': 4.45, 'oct': 3.5, 'nov': 2.62, 'dec': 2.14}}","{'annual': 4.93, 'monthly': {'jan': 3.93, 'feb': 4.44, 'mar': 5.19, 'apr': 5.43, 'may': 5.64, 'jun': 5.63, 'jul': 5.6, 'aug': 5.57, 'sep': 5.1, 'oct': 4.72, 'nov': 4.12, 'dec': 3.73}}",2025-09-01T19:28:03.918
6,USA,Connecticut,Bridgeport,41.1792,-73.1894,5.015281,6.121227,6.8383408,Washington,Seattle,47.6062,-122.3321,"{'annual': 3.5, 'monthly': {'jan': 1.19, 'feb': 2.73, 'mar': 2.16, 'apr': 3.76, 'may': 4.21, 'jun': 5.14, 'jul': 6.66, 'aug': 5.97, 'sep': 5.12, 'oct': 2.51, 'nov': 1.34, 'dec': 1.21}}","{'annual': 3.46, 'monthly': {'jan': 0.98, 'feb': 1.94, 'mar': 2.75, 'apr': 4.51, 'may': 5.34, 'jun': 5.99, 'jul': 6.38, 'aug': 5.48, 'sep': 4.03, 'oct': 2.11, 'nov': 1.12, 'dec': 0.84}}","{'annual': 3.98, 'monthly': {'jan': 1.73, 'feb': 3.25, 'mar': 3.43, 'apr': 4.95, 'may': 5.13, 'jun': 5.43, 'jul': 5.98, 'aug': 5.87, 'sep': 5.23, 'oct': 3.18, 'nov': 1.91, 'dec': 1.65}}",2025-09-01T19:28:09.013
6,USA,Connecticut,Bridgeport,41.1792,-73.1894,5.015281,6.121227,6.8383408,West Virginia,Charleston,38.3498,-81.6326,"{'annual': 3.71, 'monthly': {'jan': 2.86, 'feb': 3.16, 'mar': 3.67, 'apr': 3.98, 'may': 4.26, 'jun': 4.64, 'jul': 4.22, 'aug': 4.36, 'sep': 4.14, 'oct': 3.55, 'nov': 3.01, 'dec': 2.62}}","{'annual': 3.96, 'monthly': {'jan': 1.95, 'feb': 2.62, 'mar': 3.68, 'apr': 4.77, 'may': 5.57, 'jun': 6.07, 'jul': 5.72, 'aug': 5.43, 'sep': 4.41, 'oct': 3.21, 'nov': 2.25, 'dec': 1.74}}","{'annual': 4.5, 'monthly': {'jan': 3.23, 'feb': 3.74, 'mar': 4.46, 'apr': 4.99, 'may': 5.25, 'jun': 5.46, 'jul': 5.28, 'aug': 5.5, 'sep': 5.11, 'oct': 4.35, 'nov': 3.57, 'dec': 3.02}}",2025-09-01T19:28:14.183
6,USA,Connecticut,Bridgeport,41.1792,-73.1894,5.015281,6.121227,6.8383408,Wisconsin,Milwaukee,43.0389,-87.9065,"{'annual': 3.89, 'monthly': {'jan': 2.69, 'feb': 3.44, 'mar': 3.95, 'apr': 4.41, 'may': 4.43, 'jun': 5.05, 'jul': 5.26, 'aug': 4.63, 'sep': 4.64, 'oct': 3.23, 'nov': 2.53, 'dec': 2.46}}","{'annual': 3.87, 'monthly': {'jan': 1.67, 'feb': 2.55, 'mar': 3.68, 'apr': 4.82, 'may': 5.56, 'jun': 6.21, 'jul': 6.16, 'aug': 5.23, 'sep': 4.39, 'oct': 2.8, 'nov': 1.83, 'dec': 1.44}}","{'annual': 4.54, 'monthly': {'jan': 3.11, 'feb': 4.0, 'mar': 4.73, 'apr': 5.19, 'may': 5.29, 'jun': 5.63, 'jul': 5.75, 'aug': 5.42, 'sep': 5.38, 'oct': 4.04, 'nov': 3.14, 'dec': 2.84}}",2025-09-01T19:28:19.277
6,USA,Connecticut,Bridgeport,41.1792,-73.1894,5.015281,6.121227,6.8383408,Wyoming,Cheyenne,41.14,-104.8202,"{'annual': 5.69, 'monthly': {'jan': 4.62, 'feb': 5.07, 'mar': 5.47, 'apr': 5.85, 'may': 5.93, 'jun': 7.2, 'jul': 7.11, 'aug': 6.24, 'sep': 6.51, 'oct': 5.39, 'nov': 4.69, 'dec': 4.16}}","{'annual': 4.57, 'monthly': {'jan': 2.28, 'feb': 3.16, 'mar': 4.37, 'apr': 5.52, 'may': 6.3, 'jun': 7.08, 'jul': 6.9, 'aug': 5.96, 'sep': 5.14, 'oct': 3.58, 'nov': 2.5, 'dec': 1.93}}","{'annual': 5.53, 'monthly': {'jan': 4.48, 'feb': 5.09, 'mar': 5.68, 'apr': 5.95, 'may': 5.96, 'jun': 6.31, 'jul': 6.36, 'aug': 6.15, 'sep': 6.32, 'oct': 5.38, 'nov': 4.64, 'dec': 4.02}}",2025-09-01T19:28:24.318
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,Alabama,Birmingham,33.5186,-86.8104,"{'annual': 4.24, 'monthly': {'jan': 3.71, 'feb': 4.05, 'mar': 4.7, 'apr': 4.83, 'may': 4.71, 'jun': 4.57, 'jul': 4.31, 'aug': 4.51, 'sep': 3.96, 'oct': 4.11, 'nov': 3.99, 'dec': 3.39}}","{'annual': 4.45, 'monthly': {'jan': 2.54, 'feb': 3.27, 'mar': 4.49, 'apr': 5.42, 'may': 6.12, 'jun': 6.17, 'jul': 5.95, 'aug': 5.66, 'sep': 4.64, 'oct': 3.82, 'nov': 2.93, 'dec': 2.3}}","{'annual': 5.0, 'monthly': {'jan': 3.93, 'feb': 4.45, 'mar': 5.31, 'apr': 5.58, 'may': 5.76, 'jun': 5.58, 'jul': 5.52, 'aug': 5.66, 'sep': 5.2, 'oct': 4.94, 'nov': 4.39, 'dec': 3.67}}",2025-09-01T19:24:08.288
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,Arizona,Phoenix,33.4484,-112.074,"{'annual': 7.35, 'monthly': {'jan': 6.24, 'feb': 6.46, 'mar': 7.21, 'apr': 8.23, 'may': 8.53, 'jun': 9.19, 'jul': 7.81, 'aug': 7.22, 'sep': 7.51, 'oct': 7.09, 'nov': 6.64, 'dec': 6.08}}","{'annual': 5.78, 'monthly': {'jan': 3.46, 'feb': 4.31, 'mar': 5.76, 'apr': 7.16, 'may': 7.96, 'jun': 8.31, 'jul': 7.49, 'aug': 6.81, 'sep': 6.12, 'oct': 4.94, 'nov': 3.8, 'dec': 3.18}}","{'annual': 6.68, 'monthly': {'jan': 5.73, 'feb': 6.17, 'mar': 6.99, 'apr': 7.47, 'may': 7.41, 'jun': 7.3, 'jul': 6.82, 'aug': 6.85, 'sep': 7.08, 'oct': 6.74, 'nov': 6.08, 'dec': 5.53}}",2025-09-01T19:24:18.603
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,Arkansas,Little Rock,34.7465,-92.2896,"{'annual': 4.37, 'monthly': {'jan': 3.36, 'feb': 3.69, 'mar': 4.04, 'apr': 4.88, 'may': 4.55, 'jun': 5.09, 'jul': 5.34, 'aug': 5.45, 'sep': 4.77, 'oct': 4.2, 'nov': 3.62, 'dec': 3.38}}","{'annual': 4.41, 'monthly': {'jan': 2.37, 'feb': 3.12, 'mar': 4.1, 'apr': 5.38, 'may': 5.75, 'jun': 6.35, 'jul': 6.32, 'aug': 5.99, 'sep': 4.88, 'oct': 3.67, 'nov': 2.72, 'dec': 2.24}}","{'annual': 4.97, 'monthly': {'jan': 3.7, 'feb': 4.28, 'mar': 4.84, 'apr': 5.59, 'may': 5.4, 'jun': 5.71, 'jul': 5.83, 'aug': 6.04, 'sep': 5.6, 'oct': 4.85, 'nov': 4.12, 'dec': 3.69}}",2025-09-01T19:24:23.896
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,California,Los Angeles,34.0522,-118.2437,"{'annual': 5.72, 'monthly': {'jan': 4.51, 'feb': 4.33, 'mar': 5.46, 'apr': 6.45, 'may': 6.05, 'jun': 6.51, 'jul': 7.39, 'aug': 7.04, 'sep': 6.23, 'oct': 5.23, 'nov': 5.01, 'dec': 4.39}}","{'annual': 5.3, 'monthly': {'jan': 3.06, 'feb': 3.65, 'mar': 5.15, 'apr': 6.35, 'may': 6.89, 'jun': 7.24, 'jul': 7.65, 'aug': 7.02, 'sep': 5.79, 'oct': 4.42, 'nov': 3.46, 'dec': 2.82}}","{'annual': 6.06, 'monthly': {'jan': 4.88, 'feb': 5.04, 'mar': 6.19, 'apr': 6.61, 'may': 6.51, 'jun': 6.51, 'jul': 7.06, 'aug': 7.12, 'sep': 6.68, 'oct': 5.9, 'nov': 5.39, 'dec': 4.72}}",2025-09-01T19:24:29.019
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,Colorado,Denver,39.7392,-104.9903,"{'annual': 6.12, 'monthly': {'jan': 5.01, 'feb': 5.65, 'mar': 6.08, 'apr': 6.2, 'may': 6.37, 'jun': 7.38, 'jul': 7.41, 'aug': 6.61, 'sep': 6.81, 'oct': 5.86, 'nov': 5.17, 'dec': 4.94}}","{'annual': 4.83, 'monthly': {'jan': 2.51, 'feb': 3.52, 'mar': 4.74, 'apr': 5.72, 'may': 6.59, 'jun': 7.21, 'jul': 7.11, 'aug': 6.19, 'sep': 5.35, 'oct': 3.89, 'nov': 2.78, 'dec': 2.26}}","{'annual': 5.85, 'monthly': {'jan': 4.79, 'feb': 5.57, 'mar': 6.13, 'apr': 6.14, 'may': 6.24, 'jun': 6.43, 'jul': 6.56, 'aug': 6.38, 'sep': 6.52, 'oct': 5.76, 'nov': 5.03, 'dec': 4.64}}",2025-09-01T19:24:34.031
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,Connecticut,Bridgeport,41.1792,-73.1894,"{'annual': 3.67, 'monthly': {'jan': 2.67, 'feb': 3.52, 'mar': 3.89, 'apr': 4.06, 'may': 4.17, 'jun': 4.27, 'jul': 4.53, 'aug': 4.37, 'sep': 4.04, 'oct': 3.24, 'nov': 2.63, 'dec': 2.67}}","{'annual': 3.89, 'monthly': {'jan': 1.83, 'feb': 2.76, 'mar': 3.81, 'apr': 4.75, 'may': 5.51, 'jun': 5.81, 'jul': 5.96, 'aug': 5.29, 'sep': 4.28, 'oct': 2.95, 'nov': 2.02, 'dec': 1.66}}","{'annual': 4.54, 'monthly': {'jan': 3.21, 'feb': 4.2, 'mar': 4.77, 'apr': 5.04, 'may': 5.24, 'jun': 5.28, 'jul': 5.58, 'aug': 5.44, 'sep': 5.08, 'oct': 4.13, 'nov': 3.33, 'dec': 3.12}}",2025-09-01T19:24:39.770
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,Delaware,Wilmington,39.7391,-75.5398,"{'annual': 4.11, 'monthly': {'jan': 3.45, 'feb': 4.08, 'mar': 4.45, 'apr': 4.53, 'may': 4.55, 'jun': 4.53, 'jul': 4.75, 'aug': 4.41, 'sep': 4.19, 'oct': 3.9, 'nov': 3.21, 'dec': 3.32}}","{'annual': 4.09, 'monthly': {'jan': 2.08, 'feb': 2.97, 'mar': 4.03, 'apr': 4.97, 'may': 5.71, 'jun': 6.01, 'jul': 6.07, 'aug': 5.37, 'sep': 4.4, 'oct': 3.26, 'nov': 2.28, 'dec': 1.89}}","{'annual': 4.81, 'monthly': {'jan': 3.72, 'feb': 4.52, 'mar': 5.06, 'apr': 5.26, 'may': 5.43, 'jun': 5.45, 'jul': 5.65, 'aug': 5.47, 'sep': 5.18, 'oct': 4.59, 'nov': 3.77, 'dec': 3.58}}",2025-09-01T19:24:44.829
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,Florida,Jacksonville,30.3322,-81.6557,"{'annual': 4.64, 'monthly': {'jan': 4.62, 'feb': 4.89, 'mar': 5.49, 'apr': 5.76, 'may': 5.61, 'jun': 4.48, 'jul': 4.46, 'aug': 4.22, 'sep': 3.7, 'oct': 4.11, 'nov': 4.37, 'dec': 4.03}}","{'annual': 4.77, 'monthly': {'jan': 3.2, 'feb': 3.94, 'mar': 5.08, 'apr': 6.14, 'may': 6.58, 'jun': 6.0, 'jul': 5.94, 'aug': 5.5, 'sep': 4.56, 'oct': 4.05, 'nov': 3.38, 'dec': 2.84}}","{'annual': 5.31, 'monthly': {'jan': 4.75, 'feb': 5.21, 'mar': 5.89, 'apr': 6.29, 'may': 6.17, 'jun': 5.41, 'jul': 5.47, 'aug': 5.45, 'sep': 4.96, 'oct': 5.03, 'nov': 4.8, 'dec': 4.3}}",2025-09-01T19:24:50.172
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,Georgia,Atlanta,33.749,-84.388,"{'annual': 4.42, 'monthly': {'jan': 4.15, 'feb': 4.48, 'mar': 4.81, 'apr': 4.99, 'may': 4.97, 'jun': 4.85, 'jul': 4.48, 'aug': 4.31, 'sep': 4.08, 'oct': 4.27, 'nov': 4.14, 'dec': 3.56}}","{'annual': 4.5, 'monthly': {'jan': 2.71, 'feb': 3.41, 'mar': 4.49, 'apr': 5.48, 'may': 6.18, 'jun': 6.33, 'jul': 6.01, 'aug': 5.57, 'sep': 4.6, 'oct': 3.84, 'nov': 2.97, 'dec': 2.34}}","{'annual': 5.09, 'monthly': {'jan': 4.26, 'feb': 4.73, 'mar': 5.34, 'apr': 5.65, 'may': 5.8, 'jun': 5.71, 'jul': 5.56, 'aug': 5.57, 'sep': 5.16, 'oct': 5.01, 'nov': 4.49, 'dec': 3.79}}",2025-09-01T19:24:55.328
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,Hawaii,Honolulu,21.3069,-157.8583,"{'annual': 5.68, 'monthly': {'jan': 4.92, 'feb': 5.05, 'mar': 5.24, 'apr': 5.54, 'may': 6.03, 'jun': 6.47, 'jul': 6.43, 'aug': 6.87, 'sep': 6.71, 'oct': 5.47, 'nov': 4.85, 'dec': 4.6}}","{'annual': 5.67, 'monthly': {'jan': 4.16, 'feb': 4.82, 'mar': 5.61, 'apr': 6.37, 'may': 6.78, 'jun': 7.1, 'jul': 6.95, 'aug': 6.84, 'sep': 6.25, 'oct': 5.14, 'nov': 4.22, 'dec': 3.82}}","{'annual': 5.97, 'monthly': {'jan': 5.25, 'feb': 5.67, 'mar': 6.06, 'apr': 6.33, 'may': 6.3, 'jun': 6.4, 'jul': 6.36, 'aug': 6.62, 'sep': 6.58, 'oct': 5.92, 'nov': 5.23, 'dec': 4.93}}",2025-09-01T19:25:00.321
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,Idaho,Boise,43.615,-116.2023,"{'annual': 6.0, 'monthly': {'jan': 2.72, 'feb': 4.18, 'mar': 5.18, 'apr': 6.16, 'may': 7.51, 'jun': 8.65, 'jul': 9.4, 'aug': 8.8, 'sep': 7.72, 'oct': 5.84, 'nov': 3.14, 'dec': 2.62}}","{'annual': 4.62, 'monthly': {'jan': 1.56, 'feb': 2.65, 'mar': 4.03, 'apr': 5.6, 'may': 6.86, 'jun': 7.67, 'jul': 7.85, 'aug': 6.88, 'sep': 5.4, 'oct': 3.56, 'nov': 1.88, 'dec': 1.36}}","{'annual': 5.48, 'monthly': {'jan': 2.97, 'feb': 4.39, 'mar': 5.37, 'apr': 6.12, 'may': 6.54, 'jun': 6.83, 'jul': 7.26, 'aug': 7.29, 'sep': 6.97, 'oct': 5.7, 'nov': 3.47, 'dec': 2.82}}",2025-09-01T19:25:05.456
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,Illinois,Chicago,41.8781,-87.6298,"{'annual': 3.72, 'monthly': {'jan': 2.68, 'feb': 3.11, 'mar': 3.61, 'apr': 4.21, 'may': 4.2, 'jun': 4.84, 'jul': 5.08, 'aug': 4.54, 'sep': 4.57, 'oct': 3.25, 'nov': 2.45, 'dec': 2.14}}","{'annual': 3.89, 'monthly': {'jan': 1.78, 'feb': 2.56, 'mar': 3.63, 'apr': 4.79, 'may': 5.51, 'jun': 6.16, 'jul': 6.18, 'aug': 5.27, 'sep': 4.44, 'oct': 2.9, 'nov': 1.89, 'dec': 1.45}}","{'annual': 4.5, 'monthly': {'jan': 3.17, 'feb': 3.85, 'mar': 4.56, 'apr': 5.12, 'may': 5.24, 'jun': 5.59, 'jul': 5.77, 'aug': 5.44, 'sep': 5.37, 'oct': 4.1, 'nov': 3.12, 'dec': 2.65}}",2025-09-01T19:25:10.934
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,Indiana,Indianapolis,39.7684,-86.1581,"{'annual': 3.88, 'monthly': {'jan': 2.89, 'feb': 3.25, 'mar': 3.89, 'apr': 4.24, 'may': 4.38, 'jun': 4.89, 'jul': 4.85, 'aug': 4.64, 'sep': 4.71, 'oct': 3.62, 'nov': 2.78, 'dec': 2.44}}","{'annual': 4.01, 'monthly': {'jan': 1.91, 'feb': 2.64, 'mar': 3.78, 'apr': 4.81, 'may': 5.64, 'jun': 6.19, 'jul': 6.07, 'aug': 5.46, 'sep': 4.62, 'oct': 3.16, 'nov': 2.08, 'dec': 1.62}}","{'annual': 4.6, 'monthly': {'jan': 3.28, 'feb': 3.87, 'mar': 4.68, 'apr': 5.09, 'may': 5.33, 'jun': 5.6, 'jul': 5.64, 'aug': 5.58, 'sep': 5.49, 'oct': 4.4, 'nov': 3.37, 'dec': 2.87}}",2025-09-01T19:25:16.039
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,Iowa,Des Moines,41.5868,-93.625,"{'annual': 4.26, 'monthly': {'jan': 2.86, 'feb': 3.54, 'mar': 4.01, 'apr': 4.77, 'may': 4.88, 'jun': 5.13, 'jul': 5.72, 'aug': 5.15, 'sep': 5.16, 'oct': 3.82, 'nov': 3.1, 'dec': 2.93}}","{'annual': 4.02, 'monthly': {'jan': 1.77, 'feb': 2.63, 'mar': 3.72, 'apr': 4.94, 'may': 5.74, 'jun': 6.17, 'jul': 6.36, 'aug': 5.52, 'sep': 4.62, 'oct': 3.05, 'nov': 2.06, 'dec': 1.64}}","{'annual': 4.72, 'monthly': {'jan': 3.21, 'feb': 4.03, 'mar': 4.69, 'apr': 5.31, 'may': 5.44, 'jun': 5.55, 'jul': 5.91, 'aug': 5.69, 'sep': 5.63, 'oct': 4.4, 'nov': 3.57, 'dec': 3.21}}",2025-09-01T19:25:21.048
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,Kansas,Wichita,37.6872,-97.3301,"{'annual': 5.1, 'monthly': {'jan': 4.23, 'feb': 4.59, 'mar': 4.64, 'apr': 5.28, 'may': 5.46, 'jun': 5.92, 'jul': 6.58, 'aug': 6.07, 'sep': 5.44, 'oct': 4.61, 'nov': 4.38, 'dec': 3.91}}","{'annual': 4.57, 'monthly': {'jan': 2.48, 'feb': 3.33, 'mar': 4.22, 'apr': 5.43, 'may': 6.18, 'jun': 6.65, 'jul': 6.86, 'aug': 6.14, 'sep': 4.96, 'oct': 3.62, 'nov': 2.72, 'dec': 2.21}}","{'annual': 5.33, 'monthly': {'jan': 4.32, 'feb': 4.95, 'mar': 5.2, 'apr': 5.74, 'may': 5.8, 'jun': 5.94, 'jul': 6.3, 'aug': 6.26, 'sep': 5.87, 'oct': 5.04, 'nov': 4.54, 'dec': 4.04}}",2025-09-01T19:25:26.118
7,USA,Delaware,Wilmington,39.7391,-75.5398,4.5191317,5.779382,6.701218,Kentucky,Louisville,38.2527,-85.7585,"{'annual': 4.01, 'monthly': {'jan': 2.8, 'feb': 3.71, 'mar': 3.89, 'apr': 4.39, 'may': 4.6, 'jun': 5.01, 'jul': 4.71, 'aug': 4.93, 'sep': 4.57, 'oct': 3.92, 'nov': 3.03, 'dec': 2.55}}","{'annual': 4.12, 'monthly': {'jan': 1.96, 'feb': 2.88, 'mar': 3.84, 'apr': 4.92, 'may': 5.83, 'jun': 6.28, 'jul': 5.99, 'aug': 5.68, 'sep': 4.64, 'oct': 3.39, 'nov': 2.28, 'dec': 1.73}}","{'annual': 4.7, 'monthly': {'jan': 3.22, 'feb': 4.21, 'mar': 4.69, 'apr': 5.16, 'may': 5.5, 'jun': 5.66, 'jul': 5.54, 'aug': 5.79, 'sep': 5.43, 'oct': 4.65, 'nov': 3.61, 'dec': 2.98}}",2025-09-01T19:25:31.327
